claim_id,domain,metric,manuscript_section,latex_label,source_anchor,manuscript_location,baseline_line,render_bucket,baseline_excerpt_norm,baseline_excerpt_sha256,table_row,table_col,artifact_path,artifact_kind,artifact_sha256,scientific_stage,selector,hash_source,raw_value,raw_unit,value_transform,display_unit,rounding_rule,display_value,attained_status,reference_cell,comparison_purpose,primary_or_sensitivity,counting_unit,guidance_status,evidence_note
N-baseline-MAPEP-heldout,baseline,MAPEP,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1262|tab:ccao_baseline_results|row=Ordinary LightGBM|col=MAPE,1262,ACTIVE,\baselineprimarymetric{$\operatorname{MAPE}_P$} & 24.1\% & \textbf{21.2\%} & 24.9\% & \textbf{20.8\%} \\,2371403bf641e86d88584fa6e1ff3f7cbe5629889451e872db8a4a03fe7740d2,Ordinary LightGBM,MAPE,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.2120088150100442,fraction,times_100,percent,half_up:1,21.2,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-MAPEP-heldout,path_anchor,MAPEP,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=MAPE,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,MAPE,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.2120088150100442,fraction,times_100,percent,half_up:1,21.2,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-MKI-forward_2025,baseline,MKI,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1269|tab:ccao_baseline_results|row=Ordinary LightGBM|col=MKI,1269,ACTIVE,\baselineprimarymetric{MKI} & \textbf{0.975} & 0.923 & \textbf{0.954} & 0.907 \\,c15c13057de112f9e13c379b7cf93af59d176f61bd516b4624f1d748d9c3d27c,Ordinary LightGBM,MKI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.9065396680065407,index,identity,index,half_up:3,0.907,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-MKI-forward_2025,path_anchor,MKI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=MKI,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,MKI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.9065396680065407,index,identity,index,half_up:3,0.907,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-MKI-heldout,baseline,MKI,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1269|tab:ccao_baseline_results|row=Ordinary LightGBM|col=MKI,1269,ACTIVE,\baselineprimarymetric{MKI} & \textbf{0.975} & 0.923 & \textbf{0.954} & 0.907 \\,c15c13057de112f9e13c379b7cf93af59d176f61bd516b4624f1d748d9c3d27c,Ordinary LightGBM,MKI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.9229527372409528,index,identity,index,half_up:3,0.923,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-MKI-heldout,path_anchor,MKI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=MKI,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,MKI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.9229527372409528,index,identity,index,half_up:3,0.923,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-PRB-forward_2025,baseline,PRB,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1268|tab:ccao_baseline_results|row=Ordinary LightGBM|col=PRB,1268,ACTIVE,\baselineprimarymetric{PRB} & \textbf{-0.016} & -0.091 & \textbf{-0.029} & -0.106 \\,cc317d3006eac64fed78211b1ee3922edbfe16e6c6bb3494f6fa99f107e40ddd,Ordinary LightGBM,PRB,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,-0.10604403342499186,coefficient,identity,coefficient,half_up:3,-0.106,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-PRB-forward_2025,path_anchor,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=PRB,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,PRB,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,-0.10604403342499186,coefficient,identity,coefficient,half_up:3,-0.106,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-PRB-heldout,baseline,PRB,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1268|tab:ccao_baseline_results|row=Ordinary LightGBM|col=PRB,1268,ACTIVE,\baselineprimarymetric{PRB} & \textbf{-0.016} & -0.091 & \textbf{-0.029} & -0.106 \\,cc317d3006eac64fed78211b1ee3922edbfe16e6c6bb3494f6fa99f107e40ddd,Ordinary LightGBM,PRB,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,-0.09075887661084095,coefficient,identity,coefficient,half_up:3,-0.091,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-PRB-heldout,path_anchor,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=PRB,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,PRB,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,-0.09075887661084095,coefficient,identity,coefficient,half_up:3,-0.091,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-PRD-forward_2025,baseline,PRD,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1267|tab:ccao_baseline_results|row=Ordinary LightGBM|col=PRD,1267,ACTIVE,\baselineprimarymetric{PRD} & \textbf{1.042} & 1.069 & \textbf{1.052} & 1.079 \\,f51b6a672d61234aa41734d18157e7822ab89eec5e0a522790804f0e636ff603,Ordinary LightGBM,PRD,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,1.0792476108826874,ratio,identity,ratio,half_up:3,1.079,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-PRD-forward_2025,path_anchor,PRD,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=PRD,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,PRD,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,1.0792476108826874,ratio,identity,ratio,half_up:3,1.079,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-PRD-heldout,baseline,PRD,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1267|tab:ccao_baseline_results|row=Ordinary LightGBM|col=PRD,1267,ACTIVE,\baselineprimarymetric{PRD} & \textbf{1.042} & 1.069 & \textbf{1.052} & 1.079 \\,f51b6a672d61234aa41734d18157e7822ab89eec5e0a522790804f0e636ff603,Ordinary LightGBM,PRD,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,1.0694973801659169,ratio,identity,ratio,half_up:3,1.069,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-PRD-heldout,path_anchor,PRD,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=PRD,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,PRD,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,1.0694973801659169,ratio,identity,ratio,half_up:3,1.069,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-R2P-forward_2025,baseline,R2P,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1260|tab:ccao_baseline_results|row=Ordinary LightGBM|col=$R^2_P$,1260,ACTIVE,\baselineprimarymetric{$R^2_P$} & 0.799 & \textbf{0.894} & 0.799 & \textbf{0.904} \\,657bf06a7ddb57b404dabffb789266278e6c5484ad1eb2b9888ffb5001ade720,Ordinary LightGBM,$R^2_P$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.9043773936942079,ratio,identity,ratio,half_up:3,0.904,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-R2P-forward_2025,path_anchor,R2P,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=$R^2_P$,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,$R^2_P$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.9043773936942079,ratio,identity,ratio,half_up:3,0.904,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-R2P-heldout,baseline,R2P,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1260|tab:ccao_baseline_results|row=Ordinary LightGBM|col=$R^2_P$,1260,ACTIVE,\baselineprimarymetric{$R^2_P$} & 0.799 & \textbf{0.894} & 0.799 & \textbf{0.904} \\,657bf06a7ddb57b404dabffb789266278e6c5484ad1eb2b9888ffb5001ade720,Ordinary LightGBM,$R^2_P$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.8942286902942419,ratio,identity,ratio,half_up:3,0.894,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-R2P-heldout,path_anchor,R2P,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=$R^2_P$,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,$R^2_P$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.8942286902942419,ratio,identity,ratio,half_up:3,0.894,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-RMSElogP-forward_2025,baseline,RMSElogP,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1263|tab:ccao_baseline_results|row=Ordinary LightGBM|col=$\operatorname{RMSE}_{\log P}$,1263,ACTIVE,\baselineprimarymetric{$\operatorname{RMSE}_{\log P}$} & 0.322 & \textbf{0.289} & 0.313 & \textbf{0.278} \\,527a3eeae9e89d3994fcd012b6a99a107f5fd9071e0b261d63ce8c7fce9ab0cd,Ordinary LightGBM,$\operatorname{RMSE}_{\log P}$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.27819497630606294,log_points,identity,log_points,half_up:3,0.278,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-RMSElogP-forward_2025,path_anchor,RMSElogP,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=$\operatorname{RMSE}_{\log P}$,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,$\operatorname{RMSE}_{\log P}$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,0.27819497630606294,log_points,identity,log_points,half_up:3,0.278,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-RMSElogP-heldout,baseline,RMSElogP,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1263|tab:ccao_baseline_results|row=Ordinary LightGBM|col=$\operatorname{RMSE}_{\log P}$,1263,ACTIVE,\baselineprimarymetric{$\operatorname{RMSE}_{\log P}$} & 0.322 & \textbf{0.289} & 0.313 & \textbf{0.278} \\,527a3eeae9e89d3994fcd012b6a99a107f5fd9071e0b261d63ce8c7fce9ab0cd,Ordinary LightGBM,$\operatorname{RMSE}_{\log P}$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.28870903706131884,log_points,identity,log_points,half_up:3,0.289,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-RMSElogP-heldout,path_anchor,RMSElogP,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=$\operatorname{RMSE}_{\log P}$,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,$\operatorname{RMSE}_{\log P}$,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,0.28870903706131884,log_points,identity,log_points,half_up:3,0.289,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,NOT_APPLICABLE,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-VEI-forward_2025,baseline,VEI,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1270|tab:ccao_baseline_results|row=Ordinary LightGBM|col=VEI,1270,ACTIVE,\baselineprimarymetric{VEI} & \textbf{-11.6\%} & -26.5\% & \textbf{-17.3\%} & -28.6\% \\,4549af4bed152b1308e810f99d7a20091a3818cafdae8b8d92300a0fc9779f78,Ordinary LightGBM,VEI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,-28.577346443693536,percent,identity,percent,half_up:1,-28.6,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-VEI-forward_2025,path_anchor,VEI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2741|tab:path_anchor_summary|row=Ordinary LightGBM|col=VEI,2741,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.904} & \textbf{\$78,484} & \textbf{20.8\%} & \textbf{0.278} & 1.079 & -0.106 & 0.907 ",0da28142937e4e3158b7ca564c9fc04653b34405ad80e514c9c3dcdd95160769,Ordinary LightGBM,VEI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,-28.577346443693536,percent,identity,percent,half_up:1,-28.6,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baseline-VEI-heldout,baseline,VEI,subsection: Baseline Comparison and Empirical Motivation,tab:ccao_baseline_results,tab:ccao_baseline_results,L1270|tab:ccao_baseline_results|row=Ordinary LightGBM|col=VEI,1270,ACTIVE,\baselineprimarymetric{VEI} & \textbf{-11.6\%} & -26.5\% & \textbf{-17.3\%} & -28.6\% \\,4549af4bed152b1308e810f99d7a20091a3818cafdae8b8d92300a0fc9779f78,Ordinary LightGBM,VEI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,-26.459634217874914,percent,identity,percent,half_up:1,-26.5,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"Cell A, the assessor-facing workflow benchmark. Descriptive baseline levels; not a penalty effect."
N-baseline-VEI-heldout,path_anchor,VEI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2717|tab:path_anchor_summary|row=Ordinary LightGBM|col=VEI,2717,ACTIVE,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,Ordinary LightGBM,VEI,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=heldout,RECOMPUTED,-26.459634217874914,percent,identity,percent,half_up:1,-26.5,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,The benchmark row against which every penalized row in this table is currently boldfaced and starred. Descriptively valid; NOT penalty-isolating.
N-baselinecomp-COD-forward_2025,baseline,COD,Appendix subsection: Complete Regularization-Path Results,tab:ccao_baseline_complementary,tab:ccao_baseline_complementary,L3811|tab:ccao_baseline_complementary|row=Ordinary LightGBM|col=COD,3811,ACTIVE,\baselinecompmetric{COD} & 24.7\% & \textbf{21.6\%} & 24.3\% & \textbf{21.3\%} \\,9a8e5067b7c21f25756e2e6fb0abec9d06057e607995beb62065b02f9590362d,Ordinary LightGBM,COD,analysis/p0_major_revision_validation/tables/zero_control_full.csv,csv,331f696ba78da1dcdd1553d0a824e1d1f752949459f301a0fb11413fad3a61ec,P0_STAGE_1_5_G2,cell_id=A;evaluation=forward_2025,RECOMPUTED,21.266370664178105,percent,identity,percent,half_up:1,21.3,ATTAINED,A,WORKFLOW_BENCHMARK,DESCRIPTIVE,NOT_APPLICABLE,IAAO_2013_ADOPTED,
